id,type,path,version,addedOn,updatedOn,removedOn,assetBundleName,assetBundlePersistent,assetBundleCRC,<IsTemplate>k__BackingField,addendum
chrPrfWeap_atlas_lefttorso_srm2_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm2_mh1.prefab,342,2018-02-27T00:34:49.2110426Z,2019-05-17T19:52:24.4965778Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm2_mh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm2_mh2.prefab,342,2018-02-27T00:34:49.2110426Z,2019-05-17T19:52:24.3663043Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm2_mh3,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm2_mh3.prefab,342,2018-02-27T00:34:49.2120422Z,2019-05-17T19:52:24.4884151Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm2_mh4,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm2_mh4.prefab,342,2018-02-27T00:34:49.2120422Z,2019-05-17T19:52:24.4724485Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm4_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm4_mh1.prefab,342,2018-02-27T00:34:49.2130435Z,2019-05-17T19:52:24.3602770Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm4_mh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm4_mh2.prefab,342,2018-02-27T00:34:49.2130435Z,2019-05-17T19:52:24.1877470Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm4_mh3,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm4_mh3.prefab,342,2018-02-27T00:34:49.2130435Z,2019-05-17T19:52:24.2688281Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm4_mh4,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm4_mh4.prefab,342,2018-02-27T00:34:49.2140422Z,2019-05-17T19:52:24.3511985Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm6_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm6_mh1.prefab,342,2018-02-27T00:34:49.2140422Z,2019-05-17T19:52:23.8812241Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm6_mh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm6_mh2.prefab,342,2018-02-27T00:34:49.2150433Z,2019-05-17T19:52:23.9507578Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm6_mh3,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm6_mh3.prefab,342,2018-02-27T00:34:49.2150433Z,2019-05-17T19:52:23.9877968Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_lefttorso_srm6_mh4,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_lefttorso_srm6_mh4.prefab,342,2018-02-27T00:34:49.2150433Z,2019-05-17T19:52:23.9887967Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_rightarm_flamer_eh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_rightarm_flamer_eh1.prefab,342,2018-02-27T00:34:49.2160434Z,2019-05-17T19:52:25.1168258Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_rightarm_flamer_eh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_rightarm_flamer_eh2.prefab,342,2018-02-27T00:34:49.2160434Z,2019-05-17T19:52:25.3162004Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_rightarm_flamer_eh3,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_rightarm_flamer_eh3.prefab,342,2018-02-27T00:34:49.2170430Z,2019-05-17T19:52:24.9392789Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_rightarm_laser_eh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_rightarm_laser_eh1.prefab,342,2018-02-27T00:34:49.2170430Z,2019-05-17T19:52:25.2461839Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_rightarm_laser_eh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_rightarm_laser_eh2.prefab,342,2018-02-27T00:34:49.2170430Z,2019-05-17T19:52:25.2221454Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_rightarm_laser_eh3,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_rightarm_laser_eh3.prefab,342,2018-02-27T00:34:49.2180443Z,2019-05-17T19:52:25.3795168Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_rightarm_ppc_eh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_rightarm_ppc_eh1.prefab,342,2018-02-27T00:34:49.2180443Z,2019-05-17T19:52:25.4152984Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_rightarm_ppc_eh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_rightarm_ppc_eh2.prefab,342,2018-02-27T00:34:49.2190425Z,2019-05-17T19:52:25.2441467Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_ac10_bh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_ac10_bh1.prefab,342,2018-02-27T00:34:49.2190425Z,2019-05-17T19:52:24.8605106Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_ac20_bh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_ac20_bh1.prefab,342,2018-02-27T00:34:49.2190425Z,2019-05-17T19:52:24.9372811Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_ac5_bh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_ac5_bh1.prefab,342,2018-02-27T00:34:49.2200443Z,2019-05-17T19:52:24.8045183Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_ac5_bh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_ac5_bh2.prefab,342,2018-02-27T00:34:49.2200443Z,2019-05-17T19:52:25.6600353Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_gauss_bh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_gauss_bh1.prefab,342,2018-02-27T00:34:49.2887600Z,2019-05-17T19:52:25.7900389Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_lbx_bh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_lbx_bh1.prefab,342,2018-02-27T00:34:49.2897408Z,2019-05-17T19:52:24.9452550Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_lbx_bh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_lbx_bh2.prefab,342,2018-02-27T00:34:49.2897408Z,2019-05-17T19:52:25.6490633Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_mg_bh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_mg_bh1.prefab,342,2018-02-27T00:34:49.2907412Z,2019-05-17T19:52:25.7136671Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_mg_bh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_mg_bh2.prefab,342,2018-02-27T00:34:49.2907412Z,2019-05-17T19:52:25.6440668Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_uac5_bh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_uac5_bh1.prefab,342,2018-02-27T00:34:49.2917413Z,2019-05-17T19:52:24.4945785Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_atlas_righttorso_uac5_bh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Atlas/chrPrfWeap_atlas_righttorso_uac5_bh2.prefab,342,2018-02-27T00:34:49.2917413Z,2019-05-17T19:52:25.5788128Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfComp_atlas_centertorso_headlight,Prefab,Assets/Character/Mechs/Prefabs/Components/Atlas/chrPrfComp_atlas_centertorso_headlight.prefab,342,2018-02-27T00:34:48.5690141Z,2019-05-17T19:52:15.5498600Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfComp_atlas_centertorso_jumpjet,Prefab,Assets/Character/Mechs/Prefabs/Components/Atlas/chrPrfComp_atlas_centertorso_jumpjet.prefab,346,2018-02-27T00:34:48.7535934Z,2019-06-25T17:24:06.9016798Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfComp_atlas_leftleg_jumpjet,Prefab,Assets/Character/Mechs/Prefabs/Components/Atlas/chrPrfComp_atlas_leftleg_jumpjet.prefab,346,2018-02-27T00:34:48.7710811Z,2019-06-25T17:24:06.8946798Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfComp_atlas_leftshoulder_headlight,Prefab,Assets/Character/Mechs/Prefabs/Components/Atlas/chrPrfComp_atlas_leftshoulder_headlight.prefab,358,2018-03-06T22:48:44.4658809Z,2020-02-26T07:20:10.3788843Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfComp_atlas_rightleg_jumpjet,Prefab,Assets/Character/Mechs/Prefabs/Components/Atlas/chrPrfComp_atlas_rightleg_jumpjet.prefab,346,2018-02-27T00:34:48.8334890Z,2019-06-25T17:24:06.8936785Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfComp_atlas_rightshoulder_headlight,Prefab,Assets/Character/Mechs/Prefabs/Components/Atlas/chrPrfComp_atlas_rightshoulder_headlight.prefab,342,2018-02-27T00:34:48.8345013Z,2019-05-17T19:52:15.5841035Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfComp_atlas_simgame,Prefab,Assets/Character/Mechs/Prefabs/Components/Atlas/chrPrfComp_atlas_simgame.prefab,358,2018-03-06T22:48:44.8777125Z,2019-06-25T17:24:06.8656876Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfMech_atlasBase-001,Prefab,Assets/Character/Mechs/Prefabs/chrPrfMech_atlasBase-001.prefab,179,2018-03-06T22:48:44.8091642Z,2019-06-25T17:47:23.7170959Z,,chrprfmech_atlasbase-001,False,1812765192,False,False
chrPrfWeap_awesome_centertorso_flamer_eh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_flamer_eh1.prefab,342,2018-02-27T00:34:49.3467668Z,2019-05-17T19:52:25.4436446Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_flamer_eh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_flamer_eh2.prefab,342,2018-02-27T00:34:49.3467668Z,2019-05-17T19:52:25.3764836Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_laser_eh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_laser_eh1.prefab,342,2018-02-27T00:34:49.3477431Z,2019-05-17T19:52:25.4953348Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_laser_eh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_laser_eh2.prefab,342,2018-02-27T00:34:49.3487432Z,2019-05-17T19:52:25.4496776Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_lrm10_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_lrm10_mh1.prefab,342,2018-02-27T00:34:49.3487432Z,2019-05-17T19:52:23.8430738Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_lrm5_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_lrm5_mh1.prefab,342,2018-02-27T00:34:49.3497423Z,2019-05-17T19:52:24.0261563Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_lrm5_mh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_lrm5_mh2.prefab,342,2018-02-27T00:34:49.3497423Z,2019-05-17T19:52:24.0512590Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_narc_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_narc_mh1.prefab,342,2018-02-27T00:34:49.3507414Z,2019-05-17T19:52:25.2201711Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_srm2_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_srm2_mh1.prefab,342,2018-02-27T00:34:49.3507414Z,2019-05-17T19:52:24.4153762Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_srm2_mh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_srm2_mh2.prefab,342,2018-02-27T00:34:49.3507414Z,2019-05-17T19:52:24.4304179Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_srm4_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_srm4_mh1.prefab,342,2018-02-27T00:34:49.3517440Z,2019-05-17T19:52:24.2327466Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_srm4_mh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_srm4_mh2.prefab,342,2018-02-27T00:34:49.3517440Z,2019-05-17T19:52:24.3583109Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_centertorso_srm6_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_centertorso_srm6_mh1.prefab,342,2018-02-27T00:34:49.3527416Z,2019-05-17T19:52:23.9857988Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_head_flamer_eh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_head_flamer_eh1.prefab,342,2018-02-27T00:34:49.3607666Z,2019-05-17T19:52:25.4657154Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_head_laser_eh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_head_laser_eh1.prefab,342,2018-02-27T00:34:49.3617414Z,2019-05-17T19:52:25.5265511Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_flamer_eh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_flamer_eh1.prefab,342,2018-02-27T00:34:49.3627434Z,2019-05-17T19:52:24.8064834Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_flamer_eh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_flamer_eh2.prefab,342,2018-02-27T00:34:49.3627434Z,2019-05-17T19:52:24.8254837Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_laser_eh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_laser_eh1.prefab,342,2018-02-27T00:34:49.3637433Z,2019-05-17T19:52:24.9182583Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_laser_eh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_laser_eh2.prefab,342,2018-02-27T00:34:49.3637433Z,2019-05-17T19:52:24.8274836Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_lrm10_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_lrm10_mh1.prefab,342,2018-02-27T00:34:49.3637433Z,2019-05-17T19:52:23.6983340Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_lrm10_mh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_lrm10_mh2.prefab,342,2018-02-27T00:34:49.3647434Z,2019-05-17T19:52:23.7043684Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_lrm15_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_lrm15_mh1.prefab,342,2018-02-27T00:34:49.3647434Z,2019-05-17T19:52:23.6913395Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_lrm15_mh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_lrm15_mh2.prefab,342,2018-02-27T00:34:49.3657428Z,2019-05-17T19:52:23.6933624Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_lrm5_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_lrm5_mh1.prefab,342,2018-02-27T00:34:49.3657428Z,2019-05-17T19:52:24.0039818Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_lrm5_mh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_lrm5_mh2.prefab,342,2018-02-27T00:34:49.3667414Z,2019-05-17T19:52:24.0109475Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_narc_mh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_narc_mh1.prefab,342,2018-02-27T00:34:49.3667414Z,2019-05-17T19:52:24.9162555Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_narc_mh2,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_narc_mh2.prefab,342,2018-02-27T00:34:49.3667414Z,2019-05-17T19:52:24.8294821Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
chrPrfWeap_awesome_leftarm_ppc_eh1,Prefab,Assets/Character/Mechs/Prefabs/Weapons/Awesome/chrPrfWeap_awesome_leftarm_ppc_eh1.prefab,342,2018-02-27T00:34:49.3677432Z,2019-05-17T19:52:24.9749289Z,,chrprfmech_awesomebase-001,False,3601364338,False,False
